ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,acad,National Park,Northeast ,ME,2022,1,10411,600,68714,600,0,0,0,0,0,0,0,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,2,13045,600,86098,600,0,0,0,0,0,0,0,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,3,22476,600,148339,600,0,0,0,0,0,0,0,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,4,105126,600,609731,600,0,0,0,0,0,0,0,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,5,327466,7500,2324994,7500,0,46,11425,3335,83,0,717,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,6,603023,7500,4551580,7500,0,168,26065,10517,304,0,1597,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,7,791358,7500,5282410,7500,0,285,34279,12171,426,0,2907,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,8,785236,7500,5187635,7500,0,493,33971,10550,299,0,2322,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,9,697292,7500,4379256,7500,0,414,22110,9655,261,0,1279,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,10,521646,6000,3480420,6000,0,478,8333,3419,99,0,668,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,11,70675,600,424050,600,0,0,0,0,0,0,0,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Acadia NP,acad,National Park,Northeast ,ME,2022,12,22506,600,135036,600,0,0,0,0,0,0,0,,,,,,2022,3970260,47100,26678263,47100,0,1884,136183,49647,1472,0,9490
Arches NP,arch,National Park,Intermountain ,UT,2022,1,40621,0,144789,0,0,0,430,526,0,0,0,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,2,51568,0,168389,0,0,0,257,302,11,0,0,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,3,141866,0,463840,0,0,0,645,575,36,0,337,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,4,148996,0,616374,0,0,0,1852,3559,61,0,1586,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,5,172114,0,633420,0,0,0,1355,2252,92,0,1179,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,6,171859,0,625563,0,0,0,1966,1844,11,0,762,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,7,158925,0,597413,0,0,0,1906,2138,21,0,961,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,8,142790,0,539406,0,0,0,1696,2314,14,0,603,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,9,158728,0,590489,0,0,0,1539,2379,8,0,837,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,10,146986,0,540749,0,0,0,1332,1956,11,0,859,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,11,83239,0,349432,0,0,0,1690,1999,5,0,461,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Arches NP,arch,National Park,Intermountain ,UT,2022,12,42960,0,143730,0,0,0,245,372,2,0,0,,,,,,2022,1460652,0,5413594,0,0,0,14913,20216,272,0,7585
Badlands NP,badl,National Park,Midwest ,SD,2022,1,12671,2066,49452,2066,0,1,0,0,2,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,2,12866,1976,50299,1976,0,1,4,4,1,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,3,25276,2486,100243,2486,0,33,47,11,48,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,4,34943,3070,145842,3070,237,436,34,44,46,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,5,98542,6280,439333,6280,1574,2237,328,104,342,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,6,204969,7780,870887,7780,1944,2817,529,129,540,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,7,224054,8230,945931,8230,2132,2705,791,53,329,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,8,184816,8530,790514,8530,1863,2889,535,72,452,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,9,121571,6806,533861,6806,1506,2758,352,94,268,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,10,61115,4030,269093,4030,1119,1052,60,77,254,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,11,19720,2530,77737,2530,0,0,30,2,37,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Badlands NP,badl,National Park,Midwest ,SD,2022,12,6266,2200,24439,2200,0,0,0,0,0,0,0,,,,,,2022,1006809,55984,4297631,27992,10375,14929,2710,590,2319,0,0
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,1,46768,225,940036,225,1900,169,2468,4009,6231,0,1007,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,2,47229,225,890945,225,1598,319,2297,3217,5378,0,699,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,3,85414,225,1501340,225,1930,504,4368,2030,9435,0,1582,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,4,59337,225,1010075,225,1736,464,1761,624,7313,0,520,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,5,40722,225,716590,225,1392,151,2780,548,3808,0,818,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,6,22385,225,374029,225,1053,183,1772,177,977,0,230,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,7,19117,225,315250,225,1136,124,1362,107,640,0,208,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,8,14915,225,230696,225,852,58,594,37,599,0,15,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,9,23710,225,440453,225,1330,140,1702,1572,1503,0,250,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,10,45546,225,833567,225,1384,384,1835,1914,5507,0,935,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,11,57158,225,1069124,225,1679,335,2753,3042,7183,0,976,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Big Bend NP,bibe,National Park,Intermountain ,TX,2022,12,51806,225,1010731,225,2194,382,2917,3138,6599,0,981,,,,,,2022,514107,2700,9332836,8100,18184,3213,26609,20415,55173,0,8221
Biscayne NP,bisc,National Park,Southeast ,FL,2022,1,55096,0,176354,0,0,0,379,0,0,0,82,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,2,62829,0,204376,0,0,0,543,0,0,0,119,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,3,64243,0,206122,0,0,0,348,0,0,0,210,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,4,63574,0,200611,0,0,0,291,0,0,0,121,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,5,70048,0,217610,0,0,0,237,0,0,0,74,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,6,54233,0,164282,0,0,0,57,0,0,0,9,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,7,68066,0,208495,0,0,0,170,0,0,0,9,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,8,52652,0,159709,0,0,0,64,0,0,0,9,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,9,45857,0,140187,0,0,0,105,0,0,0,4,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,10,44757,0,136048,0,0,0,44,0,0,0,30,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,11,54538,0,165608,0,0,0,8,0,0,0,75,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Biscayne NP,bisc,National Park,Southeast ,FL,2022,12,65130,0,197526,0,0,0,21,0,0,0,68,,,,,,2022,701023,0,2176928,0,0,0,2267,0,0,0,810
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,1,7260,0,17787,0,0,0,6,17,0,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,2,6088,0,16069,0,0,0,11,28,0,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,3,9127,0,19426,0,0,0,24,42,7,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,4,13755,0,41994,0,0,0,197,333,14,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,5,30145,0,199732,0,0,0,1510,1306,291,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,6,31658,0,269793,0,0,0,2777,2712,448,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,7,50608,0,341865,0,0,0,3400,2676,232,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,8,50031,0,310091,0,0,0,2510,2151,362,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,9,42758,0,293193,0,0,0,2865,2261,226,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,10,23413,0,109406,0,0,0,1374,1247,101,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,11,17257,0,36884,0,0,0,166,122,0,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Black Canyon of the Gunnison NP,blca,National Park,Intermountain ,CO,2022,12,15157,0,31254,0,0,0,14,50,4,0,0,,,,,,2022,297257,0,1687494,0,0,0,14854,12945,1685,0,0
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,1,30960,21118,106858,21118,0,0,374,204,4,0,0,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,2,35611,18337,120408,18337,0,0,293,269,4,0,0,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,3,101308,27146,350637,27146,0,0,823,1027,96,0,0,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,4,236812,33194,961807,33194,4763,0,2508,2981,222,0,0,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,5,299919,51163,1306207,51163,5385,0,5383,5611,425,0,131,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,6,330108,57174,2091027,57174,6373,0,8655,6423,263,0,303,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,7,318861,53231,2045934,53231,7992,0,8043,5415,114,0,450,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,8,308545,52144,1978385,52144,7706,0,7443,5760,166,0,188,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,9,336588,43015,2106692,43015,6310,0,7737,7287,196,0,194,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,10,233647,24014,1037005,24014,5386,0,3713,4649,145,0,110,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,11,75378,15212,289147,15212,1759,0,394,456,17,0,0,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Bryce Canyon NP,brca,National Park,Intermountain ,UT,2022,12,46923,13605,150104,13605,0,0,161,223,5,0,0,,,,,,2022,2354660,409353,12544211,122804,45674,0,45527,40305,1657,0,1376
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,1,15184,0,69397,0,0,0,137,144,107,0,0,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,2,19077,0,101307,0,0,0,134,187,817,0,0,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,3,77834,0,525378,0,0,0,1028,994,7207,0,128,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,4,99206,0,733923,0,0,0,1044,1394,11744,0,394,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,5,114926,0,856061,0,0,0,1173,1728,13752,0,429,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,6,87086,0,588378,0,0,0,820,454,8823,0,279,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,7,67640,0,433100,0,0,0,370,162,6430,0,68,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,8,63092,0,392766,0,0,0,596,280,5595,0,34,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,9,86326,0,612432,0,0,0,767,902,10517,0,279,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,10,91788,0,668162,0,0,0,843,930,11519,0,279,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,11,40745,0,266119,0,0,0,509,590,3366,0,129,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Canyonlands NP,cany,National Park,Intermountain ,UT,2022,12,16243,0,79207,0,0,0,79,190,387,0,0,,,,,,2022,779147,0,5326230,0,0,0,7500,7955,80264,0,2019
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,1,20089,3514,27916,3514,0,0,137,91,8,0,0,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,2,25859,1282,32641,1282,0,0,143,254,17,0,0,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,3,90092,3052,178257,3052,0,0,2367,2992,591,0,0,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,4,128061,8380,273874,8380,0,0,2780,3216,1051,0,527,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,5,221889,8322,279736,8322,0,0,2918,3155,790,0,236,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,6,165870,6728,198154,6728,0,0,2442,3017,124,0,585,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,7,107562,5494,199919,5494,0,0,4223,3360,24,0,433,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,8,118927,4959,163900,4959,0,0,3411,2583,45,0,489,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,9,130243,6974,206866,6974,0,0,2622,3128,175,0,384,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,10,140119,7152,238797,7152,0,0,2578,3232,403,0,340,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,11,57972,7944,72781,7944,0,0,319,729,130,0,0,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Capitol Reef NP,care,National Park,Intermountain ,UT,2022,12,20925,4826,35189,4826,0,0,83,166,35,0,0,,,,,,2022,1227608,68627,1908030,68627,0,0,24023,25923,3393,0,2994
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,1,20549,0,75724,0,0,0,0,0,5,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,2,21887,0,80592,0,0,0,0,0,4,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,3,48021,0,176086,0,0,0,0,0,41,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,4,37869,0,138844,0,0,0,0,0,16,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,5,34898,0,129158,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,6,45193,0,175894,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,7,51525,0,200514,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,8,24177,0,97002,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,9,23494,0,94278,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,10,32267,0,127902,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,11,23257,0,86003,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Carlsbad Caverns NP,cave,National Park,Intermountain ,NM,2022,12,27795,0,101280,0,0,0,0,0,0,0,0,,,,,,2022,390932,0,1483277,0,0,0,0,0,66,0,0
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,1,16968,1052,198548,1052,0,0,0,0,465,715,896,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,2,21175,894,251038,894,0,0,0,0,1210,363,504,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,3,25048,678,270316,678,0,0,0,0,2102,472,1588,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,4,30769,1068,412766,1068,0,0,0,0,2668,630,2142,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,5,23636,1103,305441,1103,0,0,0,0,2670,690,3528,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,6,30138,1075,411425,1075,0,0,0,0,4070,675,4334,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,7,37853,1553,549225,1553,0,0,0,0,3909,967,6566,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,8,33844,1174,495092,1174,0,0,0,0,3700,860,8374,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,9,31120,1721,528064,1721,0,0,0,0,2852,1076,8708,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,10,27647,1381,576076,1381,0,0,0,0,2671,934,5229,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,11,27468,1626,425680,1626,0,0,0,0,1389,954,2344,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Channel Islands NP,chis,National Park,Pacific West ,CA,2022,12,17579,867,201317,867,0,0,0,0,504,674,864,,,,,,2022,323245,14192,4624988,340570,0,0,0,0,28210,9010,45077
Congaree NP,cong,National Park,Southeast ,SC,2022,1,11149,0,48928,0,0,0,0,0,110,0,664,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,2,16124,0,68592,0,0,0,0,0,89,0,922,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,3,24310,0,111830,0,0,0,0,0,181,0,1764,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,4,25618,0,117514,0,0,0,0,0,87,0,1946,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,5,24164,0,100012,0,0,0,1116,0,70,0,190,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,6,18903,0,92429,0,0,0,1323,0,44,0,419,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,7,12054,0,50503,0,0,0,551,0,6,0,160,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,8,11645,0,42176,0,0,0,277,0,49,0,36,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,9,14119,0,60978,0,0,0,539,0,21,0,371,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,10,16994,0,78381,0,0,0,818,0,31,0,521,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,11,15765,0,76954,0,0,0,932,0,95,0,456,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
Congaree NP,cong,National Park,Southeast ,SC,2022,12,13677,0,56971,0,0,0,499,0,22,0,276,,,,,,2022,204522,0,905268,0,0,0,6055,0,805,0,7725
